WD08CD,WD08NM,PCO08CD,PCO08NM,
22UFGN,Great Baddow West,5PX,Mid Essex,
22UFGP,"Little Baddow, Danbury and Sandon",5PX,Mid Essex,
22UFGQ,Marconi,5PX,Mid Essex,
22UFGR,Moulsham and Central,5PX,Mid Essex,
22UFGS,Moulsham Lodge,5PX,Mid Essex,
22UFGT,Patching Hall,5PX,Mid Essex,
22UFGU,Rettendon and Runwell,5PX,Mid Essex,
22UFGW,St Andrews,5PX,Mid Essex,
22UFGX,"South Hanningfield, Stock and Margaretting",5PX,Mid Essex,
22UFGY,South Woodham-Chetwood and Collingwood,5PX,Mid Essex,
22UFGZ,South Woodham-Elmwood and Woodville,5PX,Mid Essex,
22UFHA,Springfield North,5PX,Mid Essex,
22UFHB,The Lawns,5PX,Mid Essex,
22UFHC,Trinity,5PX,Mid Essex,
22UFHD,Waterhouse Farm,5PX,Mid Essex,
22UFHE,Writtle,5PX,Mid Essex,
22UGGE,Berechurch,5PW,North East Essex,
22UGGF,Birch and Winstree,5PW,North East Essex,
22UGGG,Castle,5PW,North East Essex,
22UGGH,Christ Church,5PW,North East Essex,
22UGGJ,Copford and West Stanway,5PW,North East Essex,
22UGGK,Dedham and Langham,5PW,North East Essex,
22UGGL,East Donyland,5PW,North East Essex,
22UGGM,Fordham and Stour,5PW,North East Essex,
22UGGN,Great Tey,5PW,North East Essex,
22UGGP,Harbour,5PW,North East Essex,
22UGGQ,Highwoods,5PW,North East Essex,
22UGGR,Lexden,5PW,North East Essex,
22UGGS,Marks Tey,5PW,North East Essex,
22UGGT,Mile End,5PW,North East Essex,
22UGGU,New Town,5PW,North East Essex,
22UGGW,Prettygate,5PW,North East Essex,
22UGGX,Pyefleet,5PW,North East Essex,
22UGGY,St Andrew's,5PW,North East Essex,
22UGGZ,St Anne's,5PW,North East Essex,
22UGHA,St John's,5PW,North East Essex,
22UGHB,Shrub End,5PW,North East Essex,
22UGHC,Stanway,5PW,North East Essex,
22UGHD,Tiptree,5PW,North East Essex,
22UGHE,West Bergholt and Eight Ash Green,5PW,North East Essex,
22UGHF,West Mersea,5PW,North East Essex,
22UGHG,Wivenhoe Cross,5PW,North East Essex,
22UGHH,Wivenhoe Quay,5PW,North East Essex,
22UHGH,"Broadley Common, Epping Upland and Nazeing",5PV,West Essex,
22UHGJ,Buckhurst Hill East,5PV,West Essex,
22UHGK,Buckhurst Hill West,5PV,West Essex,
22UHGL,Chigwell Row,5PV,West Essex,
22UHGM,Chigwell Village,5PV,West Essex,
22UHGN,"Chipping Ongar, Greensted and Marden Ash",5PV,West Essex,
22UHGP,Epping Hemnall,5PV,West Essex,
22UHGQ,Epping Lindsey and Thornwood Common,5PV,West Essex,
22UHGR,Grange Hill,5PV,West Essex,
22UHGS,"Hastingwood, Matching and Sheering Village",5PV,West Essex,
22UHGT,"High Ongar, Willingale and The Rodings",5PV,West Essex,
22UHGU,Lambourne,5PV,West Essex,
22UHGW,Loughton Alderton,5PV,West Essex,
22UHGX,Loughton Broadway,5PV,West Essex,
22UHGY,Loughton Fairmead,5PV,West Essex,
22UHGZ,Loughton Forest,5PV,West Essex,
22UHHA,Loughton Roding,5PV,West Essex,
22UHHB,Loughton St John's,5PV,West Essex,
22UHHC,Loughton St Mary's,5PV,West Essex,
22UHHD,Lower Nazeing,5PV,West Essex,
22UHHE,Lower Sheering,5PV,West Essex,
22UHHF,Moreton and Fyfield,5PV,West Essex,
22UHHG,North Weald Bassett,5PV,West Essex,
22UHHH,Passingford,5PV,West Essex,
22UHHJ,Roydon,5PV,West Essex,
22UHHK,Shelley,5PV,West Essex,
22UHHL,Theydon Bois,5PV,West Essex,
22UHHM,Waltham Abbey High Beach,5PV,West Essex,
22UHHN,Waltham Abbey Honey Lane,5PV,West Essex,
22UHHP,Waltham Abbey North East,5PV,West Essex,
22UHHQ,Waltham Abbey Paternoster,5PV,West Essex,
22UHHR,Waltham Abbey South West,5PV,West Essex,
22UJFS,Bush Fair,5PV,West Essex,
22UJFT,Church Langley,5PV,West Essex,
22UJFU,Great Parndon,5PV,West Essex,
22UJFW,Harlow Common,5PV,West Essex,
22UJFX,Little Parndon and Hare Street,5PV,West Essex,
22UJFY,Mark Hall,5PV,West Essex,
22UJFZ,Netteswell,5PV,West Essex,
22UJGA,Old Harlow,5PV,West Essex,
22UJGB,Staple Tye,5PV,West Essex,
22UJGC,Sumners and Kingsmoor,5PV,West Essex,
22UJGD,Toddbrook,5PV,West Essex,
22UKFX,Althorne,5PX,Mid Essex,
22UKFY,Burnham-on-Crouch North,5PX,Mid Essex,
22UKFZ,Burnham-on-Crouch South,5PX,Mid Essex,
22UKGA,Great Totham,5PX,Mid Essex,
22UKGB,Heybridge East,5PX,Mid Essex,
22UKGC,Heybridge West,5PX,Mid Essex,
22UKGD,Maldon East,5PX,Mid Essex,
22UKGE,Maldon North,5PX,Mid Essex,
22UKGF,Maldon South,5PX,Mid Essex,
22UKGG,Maldon West,5PX,Mid Essex,
22UKGH,Mayland,5PX,Mid Essex,
22UKGJ,Purleigh,5PX,Mid Essex,
22UKGK,Southminster,5PX,Mid Essex,
22UKGL,Tillingham,5PX,Mid Essex,
22UKGM,Tollesbury,5PX,Mid Essex,
22UKGN,Tolleshunt D'Arcy,5PX,Mid Essex,
22UKGP,Wickham Bishops and Woodham,5PX,Mid Essex,
22ULGA,Ashingdon and Canewdon,5P1,South East Essex,
22ULGB,Barling and Sutton,5P1,South East Essex,
22ULGC,Downhall and Rawreth,5P1,South East Essex,
22ULGD,Foulness and Great Wakering,5P1,South East Essex,
22ULGE,Grange,5P1,South East Essex,
22ULGF,Hawkwell North,5P1,South East Essex,
22ULGG,Hawkwell South,5P1,South East Essex,
22ULGH,Hawkwell West,5P1,South East Essex,
22ULGJ,Hockley Central,5P1,South East Essex,
22ULGK,Hockley North,5P1,South East Essex,
22ULGL,Hockley West,5P1,South East Essex,
22ULGM,Hullbridge,5P1,South East Essex,
22ULGN,Lodge,5P1,South East Essex,
22ULGP,Rayleigh Central,5P1,South East Essex,
22ULGQ,Rochford,5P1,South East Essex,
22ULGR,Sweyne Park,5P1,South East Essex,
22ULGS,Trinity,5P1,South East Essex,
22ULGT,Wheatley,5P1,South East Essex,
22ULGU,Whitehouse,5P1,South East Essex,
22UNGK,Alresford,5PW,North East Essex,
22UNGL,Alton Park,5PW,North East Essex,
22UNGM,Ardleigh and Little Bromley,5PW,North East Essex,
22UNGN,Beaumont and Thorpe,5PW,North East Essex,
22UNGP,Bockings Elm,5PW,North East Essex,
22UNGQ,"Bradfield, Wrabness and Wix",5PW,North East Essex,
22UNGR,Brightlingsea,5PW,North East Essex,
22UNGS,Burrsville,5PW,North East Essex,
22UNGT,Frinton,5PW,North East Essex,
22UNGU,Golf Green,5PW,North East Essex,
22UNGW,Great and Little Oakley,5PW,North East Essex,
22UNGX,Great Bentley,5PW,North East Essex,
22UNGY,Hamford,5PW,North East Essex,
22UNGZ,Harwich East,5PW,North East Essex,
22UNHA,Harwich East Central,5PW,North East Essex,
22UNHB,Harwich West,5PW,North East Essex,
22UNHC,Harwich West Central,5PW,North East Essex,
22UNHD,Haven,5PW,North East Essex,
22UNHE,Holland and Kirby,5PW,North East Essex,
22UNHF,Homelands,5PW,North East Essex,
22UNHG,Lawford,5PW,North East Essex,
22UNHH,Little Clacton and Weeley,5PW,North East Essex,
22UNHJ,"Manningtree, Mistley, Little Bentley and Tendring",5PW,North East Essex,
22UNHK,Peter Bruff,5PW,North East Essex,
22UNHL,Pier,5PW,North East Essex,
22UNHM,Ramsey and Parkeston,5PW,North East Essex,
22UNHN,Rush Green,5PW,North East Essex,
22UNHP,St Bartholomews,5PW,North East Essex,
22UNHQ,St James,5PW,North East Essex,
22UNHR,St Johns,5PW,North East Essex,
22UNHS,St Marys,5PW,North East Essex,
22UNHT,St Osyth and Point Clear,5PW,North East Essex,
22UNHU,St Pauls,5PW,North East Essex,
22UNHW,"Thorrington, Frating, Elmstead and Great Bromley",5PW,North East Essex,
22UNHX,Walton,5PW,North East Essex,
22UQGJ,Ashdon,5PV,West Essex,
22UQGK,Barnston and High Easter,5PV,West Essex,
22UQGL,Birchanger,5PV,West Essex,
22UQGM,Broad Oak and the Hallingburys,5PV,West Essex,
22UQGN,Clavering,5PV,West Essex,
22UQGP,Elsenham and Henham,5PV,West Essex,
22UQGQ,Felsted,5PV,West Essex,
22UQGR,Great Dunmow North,5PV,West Essex,
22UQGS,Great Dunmow South,5PV,West Essex,
22UQGT,Hatfield Heath,5PV,West Essex,
22UQGU,Littlebury,5PV,West Essex,
22UQGW,Newport,5PV,West Essex,
22UQGX,Saffron Walden Audley,5PV,West Essex,
22UQGY,Saffron Walden Castle,5PV,West Essex,
22UQGZ,Saffron Walden Shire,5PV,West Essex,
22UQHA,Stansted North,5PV,West Essex,
22UQHB,Stansted South,5PV,West Essex,
22UQHC,Stebbing,5PV,West Essex,
22UQHD,Stort Valley,5PV,West Essex,
22UQHE,Takeley and the Canfields,5PV,West Essex,
22UQHF,Thaxted,5PV,West Essex,
22UQHG,The Chesterfords,5PV,West Essex,
22UQHH,The Eastons,5PV,West Essex,
22UQHJ,The Rodings,5PV,West Essex,
22UQHK,The Sampfords,5PV,West Essex,
22UQHL,Wenden Lofts,5PV,West Essex,
22UQHM,Wimbish and Debden,5PV,West Essex,
23UBFQ,All Saints,5QH,Gloucestershire,
23UBFR,Battledown,5QH,Gloucestershire,
23UBFS,Benhall and The Reddings,5QH,Gloucestershire,
23UBFT,Charlton Kings,5QH,Gloucestershire,
23UBFU,Charlton Park,5QH,Gloucestershire,
23UBFW,College,5QH,Gloucestershire,
23UBFX,Hesters Way,5QH,Gloucestershire,
23UBFY,Lansdown,5QH,Gloucestershire,
23UBFZ,Leckhampton,5QH,Gloucestershire,
23UBGA,Oakley,5QH,Gloucestershire,
23UBGB,Park,5QH,Gloucestershire,
23UBGC,Pittville,5QH,Gloucestershire,
23UBGD,Prestbury,5QH,Gloucestershire,
23UBGE,St Mark's,5QH,Gloucestershire,
23UBGF,St Paul's,5QH,Gloucestershire,
23UBGG,St Peter's,5QH,Gloucestershire,
23UBGH,Springbank,5QH,Gloucestershire,
23UBGJ,Swindon Village,5QH,Gloucestershire,
23UBGK,Up Hatherley,5QH,Gloucestershire,
23UBGL,Warden Hill,5QH,Gloucestershire,
23UCGL,Ampney-Coln,5QH,Gloucestershire,
23UCGM,Avening,5QH,Gloucestershire,
23UCGN,Beacon-Stow,5QH,Gloucestershire,
23UCGP,Blockley,5QH,Gloucestershire,
23UCGQ,Bourton-on-the-Water,5QH,Gloucestershire,
23UCGR,Campden-Vale,5QH,Gloucestershire,
23UCGS,Chedworth,5QH,Gloucestershire,
23UCGT,Churn Valley,5QH,Gloucestershire,
23UCGU,Cirencester Beeches,5QH,Gloucestershire,
23UCGW,Cirencester Chesterton,5QH,Gloucestershire,
23UCGX,Cirencester Park,5QH,Gloucestershire,
23UCGY,Cirencester Stratton-Whiteway,5QH,Gloucestershire,
23UCGZ,Cirencester Watermoor,5QH,Gloucestershire,
23UCHA,Ermin,5QH,Gloucestershire,
23UCHB,Fairford,5QH,Gloucestershire,
23UCHC,Fosseridge,5QH,Gloucestershire,
23UCHD,Grumbolds Ash,5QH,Gloucestershire,
23UCHE,Hampton,5QH,Gloucestershire,
23UCHF,Kempsford-Lechlade,5QH,Gloucestershire,
23UCHG,Moreton-in-Marsh,5QH,Gloucestershire,
23UCHH,Northleach,5QH,Gloucestershire,
23UCHJ,Rissingtons,5QH,Gloucestershire,
23UCHK,Riversmeet,5QH,Gloucestershire,
23UCHL,Sandywell,5QH,Gloucestershire,
23UCHM,Tetbury,5QH,Gloucestershire,
23UCHN,Thames Head,5QH,Gloucestershire,
23UCHP,Three Rivers,5QH,Gloucestershire,
23UCHQ,Water Park,5QH,Gloucestershire,
23UDGF,"Alvington, Aylburton and West Lydney",5QH,Gloucestershire,
23UDGG,Awre,5QH,Gloucestershire,
23UDGH,Berry Hill,5QH,Gloucestershire,
23UDGJ,Blaisdon and Longhope,5QH,Gloucestershire,
23UDGK,Bream,5QH,Gloucestershire,
23UDGL,Bromesberrow and Dymock,5QH,Gloucestershire,
23UDGM,Christchurch and English Bicknor,5QH,Gloucestershire,
23UDGN,Churcham and Huntley,5QH,Gloucestershire,
23UDGP,Cinderford East,5QH,Gloucestershire,
23UDGQ,Cinderford West,5QH,Gloucestershire,
23UDGR,Coleford Central,5QH,Gloucestershire,
23UDGS,Coleford East,5QH,Gloucestershire,
23UDGT,Hartpury,5QH,Gloucestershire,
23UDGU,Hewelsfield and Woolaston,5QH,Gloucestershire,
23UDGW,Littledean and Ruspidge,5QH,Gloucestershire,
23UDGX,Lydbrook and Ruardean,5QH,Gloucestershire,
23UDGY,Lydney East,5QH,Gloucestershire,
23UDGZ,Lydney North,5QH,Gloucestershire,
23UDHA,Mitcheldean and Drybrook,5QH,Gloucestershire,
23UDHB,Newent Central,5QH,Gloucestershire,
23UDHC,Newland and St Briavels,5QH,Gloucestershire,
23UDHD,Newnham and Westbury,5QH,Gloucestershire,
23UDHE,Oxenhall and Newent North East,5QH,Gloucestershire,
23UDHF,Pillowell,5QH,Gloucestershire,
23UDHG,Redmarley,5QH,Gloucestershire,
23UDHH,Tibberton,5QH,Gloucestershire,
23UDHJ,Tidenham,5QH,Gloucestershire,
23UEFR,Abbey,5QH,Gloucestershire,
23UEFS,Barnwood,5QH,Gloucestershire,
23UEFT,Barton and Tredworth,5QH,Gloucestershire,
23UEFU,Elmbridge,5QH,Gloucestershire,
23UEFW,Grange,5QH,Gloucestershire,
23UEFX,Hucclecote,5QH,Gloucestershire,
23UEFY,Kingsholm and Wotton,5QH,Gloucestershire,
23UEFZ,Longlevens,5QH,Gloucestershire,
23UEGA,Matson and Robinswood,5QH,Gloucestershire,
23UEGB,Moreland,5QH,Gloucestershire,
23UEGC,Podsmead,5QH,Gloucestershire,
23UEGD,Quedgeley Fieldcourt,5QH,Gloucestershire,
23UEGE,Quedgeley Severn Vale,5QH,Gloucestershire,
23UEGF,Tuffley,5QH,Gloucestershire,
23UEGG,Westgate,5QH,Gloucestershire,
23UFGJ,Amberley and Woodchester,5QH,Gloucestershire,
23UFGK,Berkeley,5QH,Gloucestershire,
23UFGL,Bisley,5QH,Gloucestershire,
23UFGM,Cainscross,5QH,Gloucestershire,
23UFGN,Cam East,5QH,Gloucestershire,
23UFGP,Cam West,5QH,Gloucestershire,
23UFGQ,Central,5QH,Gloucestershire,
23UFGR,Chalford,5QH,Gloucestershire,
23UFGS,Coaley and Uley,5QH,Gloucestershire,
23UFGT,Dursley,5QH,Gloucestershire,
23UFGU,Eastington and Standish,5QH,Gloucestershire,
23UFGW,Farmhill and Paganhill,5QH,Gloucestershire,
23UFGX,Hardwicke,5QH,Gloucestershire,
23UFGY,Kingswood,5QH,Gloucestershire,
23UFGZ,Minchinhampton,5QH,Gloucestershire,
23UFHA,Nailsworth,5QH,Gloucestershire,
23UFHB,Over Stroud,5QH,Gloucestershire,
23UFHC,Painswick,5QH,Gloucestershire,
23UFHD,Rodborough,5QH,Gloucestershire,
23UFHE,Severn,5QH,Gloucestershire,
23UFHF,Slade,5QH,Gloucestershire,
23UFHG,Stonehouse,5QH,Gloucestershire,
23UFHH,The Stanleys,5QH,Gloucestershire,
23UFHJ,Thrupp,5QH,Gloucestershire,
23UFHK,Trinity,5QH,Gloucestershire,
23UFHL,Uplands,5QH,Gloucestershire,
23UFHM,Upton St Leonards,5QH,Gloucestershire,
23UFHN,Vale,5QH,Gloucestershire,
23UFHP,Valley,5QH,Gloucestershire,
23UFHQ,Wotton-under-Edge,5QH,Gloucestershire,
23UGGE,Ashchurch with Walton Cardiff,5QH,Gloucestershire,
23UGGF,Badgeworth,5QH,Gloucestershire,
23UGGG,Brockworth,5QH,Gloucestershire,
23UGGH,Churchdown Brookfield,5QH,Gloucestershire,
23UGGJ,Churchdown St John's,5QH,Gloucestershire,
23UGGK,Cleeve Grange,5QH,Gloucestershire,
23UGGL,Cleeve Hill,5QH,Gloucestershire,
23UGGM,Cleeve St Michael's,5QH,Gloucestershire,
23UGGN,Cleeve West,5QH,Gloucestershire,
23UGGP,Coombe Hill,5QH,Gloucestershire,
23UGGQ,Highnam with Haw Bridge,5QH,Gloucestershire,
23UGGR,Hucclecote,5QH,Gloucestershire,
23UGGS,Innsworth with Down Hatherley,5QH,Gloucestershire,
23UGGT,Isbourne,5QH,Gloucestershire,
23UGGU,Northway,5QH,Gloucestershire,
23UGGW,Oxenton Hill,5QH,Gloucestershire,
23UGGX,Shurdington,5QH,Gloucestershire,
23UGGY,Tewkesbury Newtown,5QH,Gloucestershire,
23UGGZ,Tewkesbury Prior's Park,5QH,Gloucestershire,
23UGHA,Tewkesbury Town with Mitton,5QH,Gloucestershire,
23UGHB,Twyning,5QH,Gloucestershire,
23UGHC,Winchcombe,5QH,Gloucestershire,
24UBJX,Basing,5QC,Hampshire,
24UBJY,Baughurst and Tadley North,5QC,Hampshire,
24UBJZ,Bramley and Sherfield,5QC,Hampshire,
24UBKA,Brighton Hill North,5QC,Hampshire,
24UBKB,Brighton Hill South,5QC,Hampshire,
24UBKC,Brookvale and Kings Furlong,5QC,Hampshire,
24UBKD,Buckskin,5QC,Hampshire,
24UBKE,"Burghclere, Highclere and St Mary Bourne",5QC,Hampshire,
24UBKF,Chineham,5QC,Hampshire,
24UBKG,East Woodhay,5QC,Hampshire,
24UBKH,Eastrop,5QC,Hampshire,
24UBKJ,Grove,5QC,Hampshire,
24UBKK,Hatch Warren and Beggarwood,5QC,Hampshire,
24UBKL,Kempshott,5QC,Hampshire,
24UBKM,Kingsclere,5QC,Hampshire,
24UBKN,Norden,5QC,Hampshire,
24UBKP,Oakley and North Waltham,5QC,Hampshire,
24UBKQ,"Overton, Laverstoke and Steventon",5QC,Hampshire,
24UBKR,Pamber and Silchester,5QC,Hampshire,
24UBKS,Popley East,5QC,Hampshire,
24UBKT,Popley West,5QC,Hampshire,
24UBKU,Rooksdown,5QC,Hampshire,
24UBKW,Sherborne St John,5QC,Hampshire,
24UBKX,South Ham,5QC,Hampshire,
24UBKY,Tadley Central,5QC,Hampshire,
24UBKZ,Tadley South,5QC,Hampshire,
24UBLA,Upton Grey and The Candovers,5QC,Hampshire,
24UBLB,Whitchurch,5QC,Hampshire,
24UBLC,Winklebury,5QC,Hampshire,
24UCGJ,Alton Amery,5QC,Hampshire,
24UCGK,Alton Ashdell,5QC,Hampshire,
24UCGL,Alton Eastbrooke,5QC,Hampshire,
24UCGM,Alton Westbrooke,5QC,Hampshire,
24UCGN,Alton Whitedown,5QC,Hampshire,
24UCGP,Alton Wooteys,5QC,Hampshire,
24UCGQ,Binsted and Bentley,5QC,Hampshire,
24UCGR,Bramshott and Liphook,5QC,Hampshire,
24UCGS,Clanfield and Finchdean,5QC,Hampshire,
24UCGT,Downland,5QC,Hampshire,
24UCGU,East Meon,5QC,Hampshire,
24UCGW,Four Marks and Medstead,5QC,Hampshire,
24UCGX,Froxfield and Steep,5QC,Hampshire,
24UCGY,Grayshott,5QC,Hampshire,
24UCGZ,Headley,5QC,Hampshire,
24UCHA,Holybourne and Froyle,5QC,Hampshire,
24UCHB,Horndean Catherington and Lovedean,5QC,Hampshire,
24UCHC,Horndean Downs,5QC,Hampshire,
24UCHD,Horndean Hazleton and Blendworth,5QC,Hampshire,
24UCHE,Horndean Kings,5QC,Hampshire,
24UCHF,Horndean Murray,5QC,Hampshire,
24UCHG,Lindford,5QC,Hampshire,
24UCHH,Liss,5QC,Hampshire,
24UCHJ,Petersfield Bell Hill,5QC,Hampshire,
24UCHK,Petersfield Causeway,5QC,Hampshire,
24UCHL,Petersfield Heath,5QC,Hampshire,
24UCHM,Petersfield Rother,5QC,Hampshire,
24UCHN,Petersfield St Marys,5QC,Hampshire,
24UCHP,Petersfield St Peters,5QC,Hampshire,
24UCHQ,Ropley and Tisted,5QC,Hampshire,
24UCHR,Rowlands Castle,5QC,Hampshire,
24UCHS,Selborne,5QC,Hampshire,
24UCHT,The Hangers and Forest,5QC,Hampshire,
24UCHU,Whitehill Chase,5QC,Hampshire,
24UCHW,Whitehill Deadwater,5QC,Hampshire,
24UCHX,Whitehill Hogmoor,5QC,Hampshire,
24UCHY,Whitehill Pinewood,5QC,Hampshire,
24UCHZ,Whitehill Walldown,5QC,Hampshire,
24UDFT,Bishopstoke East,5QC,Hampshire,
24UDFU,Bishopstoke West,5QC,Hampshire,
24UDFW,Botley,5QC,Hampshire,
24UDFX,Bursledon and Old Netley,5QC,Hampshire,
24UDFY,Chandler's Ford East,5QC,Hampshire,
24UDFZ,Chandler's Ford West,5QC,Hampshire,
24UDGA,Eastleigh Central,5QC,Hampshire,
24UDGB,Eastleigh North,5QC,Hampshire,
24UDGC,Eastleigh South,5QC,Hampshire,
24UDGD,Fair Oak and Horton Heath,5QC,Hampshire,
24UDGE,Hamble-le-Rice and Butlocks Heath,5QC,Hampshire,
24UDGF,Hedge End Grange Park,5QC,Hampshire,
24UDGG,Hedge End St John's,5QC,Hampshire,
24UDGH,Hedge End Wildern,5QC,Hampshire,
24UDGJ,Hiltingbury East,5QC,Hampshire,
24UDGK,Hiltingbury West,5QC,Hampshire,
24UDGL,Netley Abbey,5QC,Hampshire,
24UDGM,West End North,5QC,Hampshire,
24UDGN,West End South,5QC,Hampshire,
24UEFQ,Fareham East,5QC,Hampshire,
24UEFR,Fareham North,5QC,Hampshire,
24UEFS,Fareham North-West,5QC,Hampshire,
24UEFT,Fareham South,5QC,Hampshire,
24UEFU,Fareham West,5QC,Hampshire,
24UEFW,Hill Head,5QC,Hampshire,
24UEFX,Locks Heath,5QC,Hampshire,
24UEFY,Park Gate,5QC,Hampshire,
24UEFZ,Portchester East,5QC,Hampshire,
24UEGA,Portchester West,5QC,Hampshire,
24UEGB,Sarisbury,5QC,Hampshire,
24UEGC,Stubbington,5QC,Hampshire,
24UEGD,Titchfield,5QC,Hampshire,
24UEGE,Titchfield Common,5QC,Hampshire,
24UEGF,Warsash,5QC,Hampshire,
24UFFL,Alverstoke,5QC,Hampshire,
24UFFM,Anglesey,5QC,Hampshire,
24UFFN,Bridgemary North,5QC,Hampshire,
24UFFP,Bridgemary South,5QC,Hampshire,
24UFFQ,Brockhurst,5QC,Hampshire,
24UFFR,Christchurch,5QC,Hampshire,
24UFFS,Elson,5QC,Hampshire,
24UFFT,Forton,5QC,Hampshire,
24UFFU,Grange,5QC,Hampshire,
24UFFW,Hardway,5QC,Hampshire,
24UFFX,Lee East,5QC,Hampshire,
24UFFY,Lee West,5QC,Hampshire,
24UFFZ,Leesland,5QC,Hampshire,
24UFGA,Peel Common,5QC,Hampshire,
24UFGB,Privett,5QC,Hampshire,
24UFGC,Rowner and Holbrook,5QC,Hampshire,
24UFGD,Town,5QC,Hampshire,
24UGFS,Blackwater and Hawley,5QC,Hampshire,
24UGFT,Church Crookham East,5QC,Hampshire,
24UGFU,Church Crookham West,5QC,Hampshire,
24UGFW,Crondall,5QC,Hampshire,
24UGFX,Eversley,5QC,Hampshire,
24UGFY,Fleet Central,5QC,Hampshire,
24UGFZ,Fleet Courtmoor,5QC,Hampshire,
24UGGA,Fleet North,5QC,Hampshire,
24UGGB,Fleet Pondtail,5QC,Hampshire,
24UGGC,Fleet West,5QC,Hampshire,
24UGGD,Frogmore and Darby Green,5QC,Hampshire,
24UGGE,Hartley Wintney,5QC,Hampshire,
24UGGF,Hook,5QC,Hampshire,
24UGGG,Long Sutton,5QC,Hampshire,
24UGGH,Odiham,5QC,Hampshire,
24UGGJ,Yateley East,5QC,Hampshire,
24UGGK,Yateley North,5QC,Hampshire,
24UGGL,Yateley West,5QC,Hampshire,
24UHFQ,Barncroft,5QC,Hampshire,
24UHFR,Battins,5QC,Hampshire,
24UHFS,Bedhampton,5QC,Hampshire,
24UHFT,Bondfields,5QC,Hampshire,
24UHFU,Cowplain,5QC,Hampshire,
24UHFW,Emsworth,5QC,Hampshire,
24UHFX,Hart Plain,5QC,Hampshire,
24UHFY,Hayling East,5QC,Hampshire,
24UHFZ,Hayling West,5QC,Hampshire,
24UHGA,Purbrook,5QC,Hampshire,
24UHGB,St Faith's,5QC,Hampshire,
24UHGC,Stakes,5QC,Hampshire,
24UHGD,Warren Park,5QC,Hampshire,
24UHGE,Waterloo,5QC,Hampshire,
24UJGL,"Ashurst, Copythorne South and Netley Marsh",5QC,Hampshire,
24UJGM,Barton,5QC,Hampshire,
24UJGN,Bashley,5QC,Hampshire,
24UJGP,Becton,5QC,Hampshire,
24UJGQ,Boldre and Sway,5QC,Hampshire,
24UJGR,"Bramshaw, Copythorne North and Minstead",5QC,Hampshire,
24UJGS,Bransgore and Burley,5QC,Hampshire,
24UJGT,Brockenhurst and Forest South East,5QC,Hampshire,
24UJGU,Buckland,5QC,Hampshire,
24UJGW,Butts Ash and Dibden Purlieu,5QC,Hampshire,
24UJGX,Dibden and Hythe East,5QC,Hampshire,
24UJGY,Downlands and Forest,5QC,Hampshire,
24UJGZ,"Fawley, Blackfield and Langley",5QC,Hampshire,
24UJHA,Fernhill,5QC,Hampshire,
24UJHB,Fordingbridge,5QC,Hampshire,
24UJHC,Forest North West,5QC,Hampshire,
24UJHD,Furzedown and Hardley,5QC,Hampshire,
24UJHE,Holbury and North Blackfield,5QC,Hampshire,
24UJHF,Hordle,5QC,Hampshire,
24UJHG,Hythe West and Langdown,5QC,Hampshire,
24UJHH,Lymington Town,5QC,Hampshire,
24UJHJ,Lyndhurst,5QC,Hampshire,
24UJHK,Marchwood,5QC,Hampshire,
24UJHL,Milford,5QC,Hampshire,
24UJHM,Milton,5QC,Hampshire,
24UJHN,Pennington,5QC,Hampshire,
24UJHP,Ringwood East and Sopley,5QC,Hampshire,
24UJHQ,Ringwood North,5QC,Hampshire,
24UJHR,Ringwood South,5QC,Hampshire,
24UJHS,Totton Central,5QC,Hampshire,
24UJHT,Totton East,5QC,Hampshire,
24UJHU,Totton North,5QC,Hampshire,
24UJHW,Totton South,5QC,Hampshire,
24UJHX,Totton West,5QC,Hampshire,
24ULFR,Cove and Southwood,5QC,Hampshire,
24ULFS,Empress,5QC,Hampshire,
24ULFT,Fernhill,5QC,Hampshire,
24ULFU,Grange,5QC,Hampshire,
24ULFW,Heron Wood,5QC,Hampshire,
24ULFX,Knellwood,5QC,Hampshire,
24ULFY,Manor Park,5QC,Hampshire,
24ULFZ,Mayfield,5QC,Hampshire,
24ULGA,North Town,5QC,Hampshire,
24ULGB,Rowhill,5QC,Hampshire,
24ULGC,St. John's,5QC,Hampshire,
24ULGD,St. Mark's,5QC,Hampshire,
24ULGE,Wellington,5QC,Hampshire,
24ULGF,Westheath,5QC,Hampshire,
24UNGA,Abbey,5QC,Hampshire,
24UNGB,Alamein,5QC,Hampshire,
24UNGC,Ampfield and Braishfield,5QC,Hampshire,
24UNGD,Amport,5QC,Hampshire,
24UNGE,Anna,5QC,Hampshire,
24UNGF,Blackwater,5QC,Hampshire,
24UNGG,Bourne Valley,5QC,Hampshire,
24UNGH,Broughton and Stockbridge,5QC,Hampshire,
24UNGJ,Charlton,5QC,Hampshire,
24UNGK,"Chilworth, Nursling and Rownhams",5QC,Hampshire,
24UNGL,Cupernham,5QC,Hampshire,
24UNGM,Dun Valley,5QC,Hampshire,
24UNGN,Harewood,5QC,Hampshire,
24UNGP,Harroway,5QC,Hampshire,
24UNGQ,Kings Somborne and Michelmersh,5QC,Hampshire,
24UNGR,Millway,5QC,Hampshire,
24UNGS,North Baddesley,5QC,Hampshire,
24UNGT,Over Wallop,5QC,Hampshire,
24UNGU,Penton Bellinger,5QC,Hampshire,
24UNGW,Romsey Extra,5QC,Hampshire,
24UNGX,St Mary's,5QC,Hampshire,
