PAR08CD,PAR08NM,WD08CD,WD08NM,
30UE007,Charnock Richard,30UEGC,Chisnall,
30UE008,Clayton-le-Woods,30UEGL,Clayton-le-Woods West and Cuerden,
30UE008,Clayton-le-Woods,30UEGJ,Clayton-le-Woods and Whittle-le-Woods,
30UE008,Clayton-le-Woods,30UEGK,Clayton-le-Woods North,
30UE009,Coppull,30UEGC,Chisnall,
30UE009,Coppull,30UEGM,Coppull,
30UE010,Croston,30UEGS,Lostock,
30UE011,Cuerden,30UEGL,Clayton-le-Woods West and Cuerden,
30UE012,Eccleston,30UEGN,Eccleston and Mawdesley,
30UE013,Euxton,30UEGA,Astley and Buckshaw,
30UE013,Euxton,30UEGP,Euxton North,
30UE013,Euxton,30UEGQ,Euxton South,
30UE014,Heapey,30UEGT,Pennine,
30UE015,Heath Charnock,30UEGR,Heath Charnock and Rivington,
30UE016,Heskin,30UEGC,Chisnall,
30UE017,Hoghton,30UEGB,Brindle and Hoghton,
30UE018,Mawdesley,30UEGN,Eccleston and Mawdesley,
30UE019,Rivington,30UEGR,Heath Charnock and Rivington,
30UE020,Ulnes Walton,30UEGS,Lostock,
30UE021,Wheelton,30UEGU,Wheelton and Withnell,
30UE022,Whittle-le-Woods,30UEGJ,Clayton-le-Woods and Whittle-le-Woods,
30UE022,Whittle-le-Woods,30UEGT,Pennine,
30UE023,Withnell,30UEGB,Brindle and Hoghton,
30UE023,Withnell,30UEGU,Wheelton and Withnell,
30UF001,Bryning-with-Warton,30UFGW,Warton and Westby,
30UF002,Elswick,30UFGD,Elswick and Little Eccleston,
30UF003,Freckleton,30UFGG,Freckleton West,
30UF003,Freckleton,30UFGF,Freckleton East,
30UF004,Greenhalgh-with-Thistleton,30UFGT,Singleton and Greenhalgh,
30UF005,Kirkham,30UFGK,Kirkham North,
30UF005,Kirkham,30UFGL,Kirkham South,
30UF006,Little Eccleston-with-Larbreck,30UFGD,Elswick and Little Eccleston,
30UF007,Medlar-with-Wesham,30UFGM,Medlar-with-Wesham,
30UF008,Newton-with-Clifton,30UFGN,Newton and Treales,
30UF009,Ribby-with-Wrea,30UFGQ,Ribby-with-Wrea,
30UF010,Singleton,30UFGT,Singleton and Greenhalgh,
30UF011,Staining,30UFGU,Staining and Weeton,
30UF012,"Treales, Roseacre and Wharles",30UFGN,Newton and Treales,
30UF013,Weeton-with-Preese,30UFGU,Staining and Weeton,
30UF014,Westby-with-Plumptons,30UFGW,Warton and Westby,
30UF015,Saint Anne's on the Sea,30UFGA,Ashton,
30UF015,Saint Anne's on the Sea,30UFGB,Central,
30UF015,Saint Anne's on the Sea,30UFGE,Fairhaven,
30UF015,Saint Anne's on the Sea,30UFGH,Heyhouses,
30UF015,Saint Anne's on the Sea,30UFGJ,Kilnhouse,
30UF015,Saint Anne's on the Sea,30UFGP,Park,
30UF015,Saint Anne's on the Sea,30UFGS,St Leonards,
30UG001,Altham,30UGFT,Altham,
30UH001,Arkholme-with-Cawood,30UHGW,Kellet,
30UH002,Bolton-le-Sands,30UHGH,Bolton-le-Sands,
30UH002,Bolton-le-Sands,30UHHF,Slyne-with-Hest,
30UH003,Borwick,30UHGW,Kellet,
30UH004,Burrow-with-Burrow,30UHHJ,Upper Lune Valley,
30UH005,Cantsfield,30UHHJ,Upper Lune Valley,
30UH006,Carnforth,30UHGH,Bolton-le-Sands,
30UH006,Carnforth,30UHGK,Carnforth,
30UH007,Caton-with-Littledale,30UHGX,Lower Lune Valley,
30UH008,Claughton,30UHGX,Lower Lune Valley,
30UH009,Cockerham,30UHGN,Ellel,
30UH010,Ellel,30UHGN,Ellel,
30UH010,Ellel,30UHHH,University,
30UH011,Gressingham,30UHHJ,Upper Lune Valley,
30UH012,Halton-with-Aughton,30UHGP,Halton-with-Aughton,
30UH013,Heaton-with-Oxcliffe,30UHGY,Overton,
30UH013,Heaton-with-Oxcliffe,30UHHE,Skerton West,
30UH013,Heaton-with-Oxcliffe,30UHHG,Torrisholme,
30UH013,Heaton-with-Oxcliffe,30UHHL,Westgate,
30UH014,Hornby-with-Farleton,30UHHJ,Upper Lune Valley,
30UH015,Ireby,30UHHJ,Upper Lune Valley,
30UH016,Leck,30UHHJ,Upper Lune Valley,
30UH017,Melling-with-Wrayton,30UHHJ,Upper Lune Valley,
30UH018,Middleton,30UHGY,Overton,
30UH019,Nether Kellet,30UHGW,Kellet,
30UH020,Over Kellet,30UHGW,Kellet,
30UH021,Overton,30UHGY,Overton,
30UH022,Over Wyresdale,30UHGN,Ellel,
30UH023,Priest Hutton,30UHGW,Kellet,
30UH024,Quernmore,30UHGX,Lower Lune Valley,
30UH025,Roeburndale,30UHGX,Lower Lune Valley,
30UH026,Scotforth,30UHGN,Ellel,
30UH027,Silverdale,30UHHC,Silverdale,
30UH028,Slyne-with-Hest,30UHHF,Slyne-with-Hest,
30UH029,Tatham,30UHGX,Lower Lune Valley,
30UH030,Thurnham,30UHGN,Ellel,
30UH031,Tunstall,30UHHJ,Upper Lune Valley,
30UH032,Warton,30UHHK,Warton,
30UH033,Wennington,30UHHJ,Upper Lune Valley,
30UH034,Whittington,30UHHJ,Upper Lune Valley,
30UH035,Wray-with-Botton,30UHGX,Lower Lune Valley,
30UH036,Yealand Conyers,30UHHC,Silverdale,
30UH037,Yealand Redmayne,30UHHC,Silverdale,
30UJ001,Barley-with-Wheatley Booth,30UJGG,Higham and Pendleside,
30UJ002,Barnoldswick,30UJGC,Coates,
30UJ002,Barnoldswick,30UJGD,Craven,
30UJ003,Barrowford,30UJFX,Blacko and Higherford,
30UJ003,Barrowford,30UJFW,Barrowford,
30UJ004,Blacko,30UJFX,Blacko and Higherford,
30UJ005,Bracewell and Brogden,30UJGD,Craven,
30UJ006,Foulridge,30UJGF,Foulridge,
30UJ007,Goldshaw Booth,30UJGG,Higham and Pendleside,
30UJ008,Higham-with-West Close Booth,30UJGG,Higham and Pendleside,
30UJ009,Old Laund Booth,30UJGK,Old Laund Booth,
30UJ010,Reedley Hallows,30UJGL,Reedley,
30UJ011,Roughlee Booth,30UJGG,Higham and Pendleside,
30UJ012,Salterforth,30UJGE,Earby,
30UJ013,Trawden Forest,30UJFY,Boulsworth,
30UJ014,Brierfield,30UJGA,Brierfield,
30UJ014,Brierfield,30UJGL,Reedley,
30UJ015,Earby,30UJGE,Earby,
30UJ016,Kelbrook and Sough,30UJGF,Foulridge,
30UJ016,Kelbrook and Sough,30UJGE,Earby,
30UJ017,Laneshaw Bridge,30UJFY,Boulsworth,
30UJ018,Colne,30UJGQ,Waterside,
30UJ018,Colne,30UJGH,Horsfield,
30UJ018,Colne,30UJGF,Foulridge,
30UJ018,Colne,30UJFY,Boulsworth,
30UJ018,Colne,30UJGN,Vivary Bridge,
30UJ019,Nelson,30UJGB,Clover Hill,
30UJ019,Nelson,30UJGM,Southfield,
30UJ019,Nelson,30UJGJ,Marsden,
30UJ019,Nelson,30UJFZ,Bradley,
30UJ019,Nelson,30UJGP,Walverden,
30UJ019,Nelson,30UJGR,Whitefield,
30UK001,Barton,30UKGK,Preston Rural North,
30UK002,Broughton,30UKGJ,Preston Rural East,
30UK003,Goosnargh,30UKGK,Preston Rural North,
30UK004,Grimsargh,30UKGJ,Preston Rural East,
30UK005,Haighton,30UKGJ,Preston Rural East,
30UK006,Lea,30UKGG,Lea,
30UK007,Whittingham,30UKGK,Preston Rural North,
30UK008,Woodplumpton,30UKGK,Preston Rural North,
30UL001,"Aighton, Bailey and Chaigley",30ULGB,"Aighton, Bailey and Chaigley",
30UL002,Balderstone,30ULGQ,Mellor,
30UL003,Bashall Eaves,30ULGB,"Aighton, Bailey and Chaigley",
30UL004,Billington and Langho,30ULGD,Billington and Old Langho,
30UL004,Billington and Langho,30ULGN,Langho,
30UL005,Bolton-by-Bowland,30ULGE,"Bowland, Newton and Slaidburn",
30UL006,Bowland Forest High,30ULGG,Chipping,
30UL007,Bowland Forest Low,30ULGE,"Bowland, Newton and Slaidburn",
30UL008,Bowland-with-Leagram,30ULGG,Chipping,
30UL009,Chatburn,30ULGF,Chatburn,
30UL010,Chipping,30ULGG,Chipping,
30UL011,Clayton-le-Dale,30ULGH,Clayton-le-Dale with Ramsgreave,
30UL012,Clitheroe,30ULGX,Salthill,
30UL012,Clitheroe,30ULGW,St Mary's,
30UL012,Clitheroe,30ULGR,Primrose,
30UL012,Clitheroe,30ULGP,Littlemoor,
30UL012,Clitheroe,30ULGL,Edisford and Low Moor,
30UL013,Dinckley,30ULGN,Langho,
30UL014,Downham,30ULGF,Chatburn,
30UL015,Dutton,30ULGB,"Aighton, Bailey and Chaigley",
30UL016,Easington,30ULGE,"Bowland, Newton and Slaidburn",
30UL017,Gisburn,30ULGM,"Gisburn, Rimington",
30UL018,Gisburn Forest,30ULGM,"Gisburn, Rimington",
30UL019,Great Mitton,30ULGZ,Whalley,
30UL020,Grindleton,30ULGY,Waddington and West Bradford,
30UL021,Horton,30ULGM,"Gisburn, Rimington",
30UL022,Hothersall,30ULGC,Alston and Hothersall,
30UL023,Little Mitton,30ULGZ,Whalley,
30UL024,Longridge,30ULGC,Alston and Hothersall,
30UL024,Longridge,30ULGJ,Derby and Thornley,
30UL024,Longridge,30ULGK,Dilworth,
30UL025,Mearley,30ULHB,Wiswell and Pendleton,
30UL026,Mellor,30ULGQ,Mellor,
30UL027,Middop,30ULGM,"Gisburn, Rimington",
30UL028,Newsholme,30ULGM,"Gisburn, Rimington",
30UL029,Newton,30ULGE,"Bowland, Newton and Slaidburn",
30UL030,Osbaldeston,30ULGH,Clayton-le-Dale with Ramsgreave,
30UL031,Paythorne,30ULGM,"Gisburn, Rimington",
30UL032,Pendleton,30ULHB,Wiswell and Pendleton,
30UL033,Ramsgreave,30ULGH,Clayton-le-Dale with Ramsgreave,
30UL034,Read,30ULGS,Read and Simonstone,
30UL035,Ribchester,30ULGT,Ribchester,
30UL036,Rimington,30ULGM,"Gisburn, Rimington",
30UL037,Sabden,30ULGU,Sabden,
30UL038,Salesbury,30ULGH,Clayton-le-Dale with Ramsgreave,
30UL039,Sawley,30ULGY,Waddington and West Bradford,
30UL040,Simonstone,30ULGS,Read and Simonstone,
30UL041,Slaidburn,30ULGE,"Bowland, Newton and Slaidburn",
30UL042,Thornley-with-Wheatley,30ULGJ,Derby and Thornley,
30UL043,Twiston,30ULGF,Chatburn,
30UL044,Waddington,30ULGY,Waddington and West Bradford,
30UL045,West Bradford,30ULGY,Waddington and West Bradford,
30UL046,Whalley,30ULGZ,Whalley,
30UL047,Wilpshire,30ULHA,Wilpshire,
30UL048,Wiswell,30ULHB,Wiswell and Pendleton,
30UL049,Worston,30ULHB,Wiswell and Pendleton,
30UM001,Whitworth,30UMFR,Facit and Shawforth,
30UM001,Whitworth,30UMFX,Healey and Whitworth,
30UN001,Cuerdale,30UNGY,Samlesbury and Walton,
30UN002,Farington,30UNGH,Farington West,
30UN002,Farington,30UNGG,Farington East,
30UN003,Hutton,30UNGX,New Longton and Hutton East,
30UN003,Hutton,30UNGR,Longton and Hutton West,
30UN004,Little Hoole,30UNGQ,Little Hoole and Much Hoole,
30UN005,Longton,30UNGX,New Longton and Hutton East,
30UN005,Longton,30UNGR,Longton and Hutton West,
30UN006,Much Hoole,30UNGQ,Little Hoole and Much Hoole,
30UN007,Penwortham,30UNGL,Kingsfold,
30UN007,Penwortham,30UNGC,Broad Oak,
30UN007,Penwortham,30UNGK,Howick and Priory,
30UN007,Penwortham,30UNHC,Whitefield,
30UN007,Penwortham,30UNGU,Middleforth,
30UN007,Penwortham,30UNGD,Charnock,
30UN008,Samlesbury,30UNGY,Samlesbury and Walton,
30UP001,Aughton,30UPGE,Aughton and Downholland,
30UP001,Aughton,30UPGF,Aughton Park,
30UP002,Bickerstaffe,30UPHF,Bickerstaffe,
30UP003,Bispham,30UPGU,Parbold,
30UP004,Burscough,30UPGJ,Burscough East,
30UP004,Burscough,30UPGK,Burscough West,
30UP004,Burscough,30UPGX,Scarisbrick,
30UP005,Dalton,30UPGU,Parbold,
30UP006,Downholland,30UPGE,Aughton and Downholland,
30UP007,Great Altcar,30UPGE,Aughton and Downholland,
30UP008,Halsall,30UPGN,Halsall,
30UP009,Hesketh-with-Becconsall,30UPGP,Hesketh-with-Becconsall,
30UP010,Lathom,30UPHG,Newburgh,
30UP011,Newburgh,30UPHG,Newburgh,
30UP012,North Meols,30UPGT,North Meols,
30UP013,Parbold,30UPGU,Parbold,
30UP014,Rufford,30UPGW,Rufford,
30UP015,Scarisbrick,30UPGX,Scarisbrick,
30UP016,Tarleton,30UPHC,Tarleton,
30UP017,Up Holland,30UPHE,Wrightington,
30UP017,Up Holland,30UPHD,Up Holland,
30UP018,Wrightington,30UPHE,Wrightington,
30UP019,Simonswood,30UPHF,Bickerstaffe,
30UP020,Hilldale,30UPGU,Parbold,
30UP021,Lathom South,30UPHF,Bickerstaffe,
30UQ001,Barnacre-with-Bonds,30UQGJ,Calder,
30UQ003,Bleasdale,30UQHG,Wyresdale,
30UQ004,Cabus,30UQGH,Cabus,
30UQ005,Catterall,30UQGL,Catterall,
30UQ006,Claughton,30UQGG,Brock,
30UQ007,Forton,30UQHG,Wyresdale,
30UQ008,Garstang,30UQGN,Garstang,
30UQ009,Great Eccleston,30UQGP,Great Eccleston,
30UQ010,Hambleton,30UQGQ,Hambleton and Stalmine-with-Staynall,
30UQ011,Inskip-with-Sowerby,30UQGP,Great Eccleston,
30UQ012,Kirkland,30UQGL,Catterall,
30UQ014,Nateby,30UQGN,Garstang,
30UQ015,Nether Wyresdale,30UQHG,Wyresdale,
30UQ016,Out Rawcliffe,30UQGP,Great Eccleston,
30UQ017,Pilling,30UQGZ,Pilling,
30UQ018,Preesall,30UQHA,Preesall,
30UQ019,Stalmine-with-Staynall,30UQGQ,Hambleton and Stalmine-with-Staynall,
30UQ020,Upper Rawcliffe-with-Tarnacre,30UQGP,Great Eccleston,
30UQ021,Winmarleigh,30UQGZ,Pilling,
30UQ022,Myerscough and Bilsborrow,30UQGG,Brock,
31UB001,Aston Flamville,31UBGQ,Stanton and Flamville,
31UB002,Blaby,31UBGP,Saxondale,
31UB002,Blaby,31UBFY,Blaby South,
31UB003,Braunstone,31UBGN,Ravenhurst and Fosse,
31UB003,Braunstone,31UBGR,Winstanley,
31UB003,Braunstone,31UBGG,Millfield,
31UB004,Cosby,31UBFZ,Cosby with South Whetstone,
31UB005,Countesthorpe,31UBGA,Countesthorpe,
31UB006,Croft,31UBGB,Croft Hill,
31UB007,Elmesthorpe,31UBGB,Croft Hill,
31UB008,Enderby,31UBGM,Pastures,
31UB008,Enderby,31UBGD,Enderby and St John's,
31UB009,Glenfields,31UBGC,Ellis,
31UB009,Glenfields,31UBGE,Fairestone,
31UB010,Glen Parva,31UBGP,Saxondale,
31UB011,Huncote,31UBGK,Normanton,
31UB012,Kilby,31UBGA,Countesthorpe,
31UB013,Kirby Muxloe,31UBGF,Forest,
31UB013,Kirby Muxloe,31UBGH,Muxloe,
31UB014,Leicester Forest East,31UBGF,Forest,
31UB015,Leicester Forest West,31UBGK,Normanton,
31UB016,Lubbesthorpe,31UBGD,Enderby and St John's,
31UB017,Narborough,31UBGJ,Narborough and Littlethorpe,
31UB017,Narborough,31UBGM,Pastures,
31UB018,Potters Marston,31UBGB,Croft Hill,
31UB019,Sapcote,31UBGQ,Stanton and Flamville,
31UB020,Sharnford,31UBGQ,Stanton and Flamville,
31UB021,Stoney Stanton,31UBGQ,Stanton and Flamville,
31UB022,Thurlaston,31UBGK,Normanton,
31UB023,Whetstone,31UBFZ,Cosby with South Whetstone,
31UB023,Whetstone,31UBGL,North Whetstone,
31UB024,Wigston Parva,31UBGQ,Stanton and Flamville,
31UC001,Anstey,31UCGG,Anstey,
31UC002,Barkby,31UCHA,Queniborough,
31UC003,Barkby Thorpe,31UCHA,Queniborough,
31UC004,Barrow upon Soar,31UCGH,Barrow and Sileby West,
31UC005,Beeby,31UCHA,Queniborough,
31UC006,Birstall,31UCGJ,Birstall Wanlip,
31UC006,Birstall,31UCGK,Birstall Watermead,
31UC007,Burton on the Wolds,31UCHJ,The Wolds,
31UC008,Cossington,31UCHL,Wreake Villages,
31UC009,Cotes,31UCHJ,The Wolds,
31UC010,East Goscote,31UCGL,East Goscote,
31UC011,Hathern,31UCGP,Loughborough Dishley and Hathern,
31UC012,Hoton,31UCHJ,The Wolds,
31UC013,Mountsorrel,31UCGZ,Mountsorrel,
31UC013,Mountsorrel,31UCHB,Quorn and Mountsorrel Castle,
31UC014,Newtown Linford,31UCGM,Forest Bradgate,
31UC015,Prestwold,31UCHJ,The Wolds,
31UC016,Queniborough,31UCHA,Queniborough,
31UC017,Quorndon,31UCHB,Quorn and Mountsorrel Castle,
31UC018,Ratcliffe on the Wreake,31UCHL,Wreake Villages,
31UC019,Rearsby,31UCHL,Wreake Villages,
31UC020,Rothley,31UCHC,Rothley and Thurcaston,
31UC021,Seagrave,31UCHL,Wreake Villages,
31UC022,Shepshed,31UCHE,Shepshed West,
31UC022,Shepshed,31UCHD,Shepshed East,
31UC023,Sileby,31UCHF,Sileby,
31UC023,Sileby,31UCGH,Barrow and Sileby West,
31UC024,South Croxton,31UCHA,Queniborough,
31UC025,Swithland,31UCHC,Rothley and Thurcaston,
31UC026,Syston,31UCHG,Syston East,
31UC026,Syston,31UCHH,Syston West,
31UC027,Thrussington,31UCHL,Wreake Villages,
31UC028,Thurcaston and Cropston,31UCHC,Rothley and Thurcaston,
31UC029,Thurmaston,31UCHK,Thurmaston,
31UC030,Ulverscroft,31UCGM,Forest Bradgate,
31UC031,Walton on the Wolds,31UCHJ,The Wolds,
31UC032,Wanlip,31UCGJ,Birstall Wanlip,
31UC033,Woodhouse,31UCGM,Forest Bradgate,
31UC034,Wymeswold,31UCHJ,The Wolds,
31UD001,Allexton,31UDHA,Nevill,
31UD002,Arnesby,31UDHB,Peatling,
31UD003,Ashby Magna,31UDGK,Dunton,
31UD004,Ashby Parva,31UDGK,Dunton,
31UD005,Billesdon,31UDGD,Billesdon,
31UD006,Bittesby,31UDHE,Ullesthorpe,
31UD007,Bitteswell,31UDHE,Ullesthorpe,
31UD008,Blaston,31UDHA,Nevill,
31UD009,Bringhurst,31UDHA,Nevill,
31UD010,Broughton Astley,31UDGF,Broughton Astley-Astley,
31UD010,Broughton Astley,31UDGG,Broughton Astley-Broughton,
31UD010,Broughton Astley,31UDGJ,Broughton Astley-Sutton,
31UD010,Broughton Astley,31UDGH,Broughton Astley-Primethorpe,
31UD011,Bruntingthorpe,31UDHB,Peatling,
31UD012,Burton Overy,31UDGM,Glen,
31UD013,Carlton Curlieu,31UDGM,Glen,
31UD014,Catthorpe,31UDGZ,Misterton,
31UD015,Claybrooke Magna,31UDHE,Ullesthorpe,
31UD016,Claybrooke Parva,31UDHE,Ullesthorpe,
31UD017,Cold Newton,31UDHD,Tilton,
31UD018,Cotesbach,31UDGZ,Misterton,
31UD019,Cranoe,31UDGD,Billesdon,
31UD020,Drayton,31UDHA,Nevill,
31UD021,Dunton Bassett,31UDGK,Dunton,
31UD022,East Langton,31UDGN,Kibworth,
31UD023,East Norton,31UDHD,Tilton,
31UD024,Fleckney,31UDGL,Fleckney,
31UD025,Foxton,31UDGP,Lubenham,
31UD026,Frisby,31UDGD,Billesdon,
31UD027,Frolesworth,31UDGK,Dunton,
31UD028,Gaulby,31UDGD,Billesdon,
31UD029,Gilmorton,31UDGZ,Misterton,
31UD030,Glooston,31UDGD,Billesdon,
31UD031,Goadby,31UDGD,Billesdon,
31UD032,Great Easton,31UDHA,Nevill,
31UD033,Great Glen,31UDGM,Glen,
31UD034,Gumley,31UDGP,Lubenham,
31UD035,Hallaton,31UDHA,Nevill,
31UD036,Horninghold,31UDHA,Nevill,
31UD037,Houghton on the Hill,31UDHC,Thurnby and Houghton,
31UD038,Hungarton,31UDHD,Tilton,
31UD039,Husbands Bosworth,31UDGE,Bosworth,
31UD040,Illston on the Hill,31UDGD,Billesdon,
31UD041,Keyham,31UDHD,Tilton,
31UD042,Kibworth Beauchamp,31UDGN,Kibworth,
31UD043,Kibworth Harcourt,31UDGN,Kibworth,
31UD044,Kimcote and Walton,31UDHB,Peatling,
31UD045,King's Norton,31UDGD,Billesdon,
31UD046,Knaptoft,31UDGE,Bosworth,
31UD047,Laughton,31UDGP,Lubenham,
31UD048,Launde,31UDHD,Tilton,
31UD049,Leire,31UDGK,Dunton,
31UD050,Little Stretton,31UDGM,Glen,
31UD051,Loddington,31UDHD,Tilton,
31UD052,Lowesby,31UDHD,Tilton,
31UD053,Lubenham,31UDGP,Lubenham,
31UD054,Lutterworth,31UDGQ,Lutterworth Brookfield,
31UD054,Lutterworth,31UDGT,Lutterworth Swift,
31UD054,Lutterworth,31UDGR,Lutterworth Orchard,
31UD054,Lutterworth,31UDGS,Lutterworth Springs,
31UD055,Marefield,31UDHD,Tilton,
31UD056,Medbourne,31UDHA,Nevill,
31UD057,Misterton with Walcote,31UDGZ,Misterton,
31UD058,Mowsley,31UDGE,Bosworth,
31UD059,Nevill Holt,31UDHA,Nevill,
31UD060,North Kilworth,31UDGE,Bosworth,
31UD061,Noseley,31UDGD,Billesdon,
31UD062,Owston and Newbold,31UDHD,Tilton,
31UD063,Peatling Magna,31UDHB,Peatling,
31UD064,Peatling Parva,31UDHB,Peatling,
31UD065,Rolleston,31UDGD,Billesdon,
31UD066,Saddington,31UDGP,Lubenham,
31UD067,Scraptoft,31UDHC,Thurnby and Houghton,
31UD068,Shangton,31UDGN,Kibworth,
31UD069,Shawell,31UDGZ,Misterton,
31UD070,Shearsby,31UDHB,Peatling,
31UD071,Skeffington,31UDHD,Tilton,
31UD072,Slawston,31UDGD,Billesdon,
31UD073,Smeeton Westerby,31UDGN,Kibworth,
31UD074,South Kilworth,31UDGE,Bosworth,
31UD075,Stockerston,31UDHA,Nevill,
31UD076,Stonton Wyville,31UDGD,Billesdon,
31UD077,Stoughton,31UDHC,Thurnby and Houghton,
31UD079,Swinford,31UDGZ,Misterton,
31UD080,Theddingworth,31UDGP,Lubenham,
31UD081,Thorpe Langton,31UDGN,Kibworth,
31UD082,Thurnby and Bushby,31UDHC,Thurnby and Houghton,
31UD083,Tilton,31UDHD,Tilton,
31UD084,Tugby and Keythorpe,31UDHD,Tilton,
31UD085,Tur Langton,31UDGN,Kibworth,
31UD086,Ullesthorpe,31UDHE,Ullesthorpe,
31UD087,Welham,31UDGD,Billesdon,
31UD088,West Langton,31UDGN,Kibworth,
31UD089,Westrill and Starmore,31UDGZ,Misterton,
31UD091,Willoughby Waterleys,31UDHB,Peatling,
31UD092,Wistow,31UDGM,Glen,
31UD093,Withcote,31UDHD,Tilton,
31UD094,Great Bowden,31UDGU,Market Harborough-Great Bowden and Arden,
31UE001,Bagworth & Thornton,31UEGK,"Ratby, Bagworth and Thornton",
31UE002,Barlestone,31UEFW,"Barlestone, Nailstone and Osbaston",
31UE003,Burbage,31UEFZ,Burbage Sketchley and Stretton,
31UE003,Burbage,31UEFY,Burbage St Catherines and Lash Hill,
31UE004,Cadeby,31UEGA,"Cadeby, Carlton and Market Bosworth with Shackerstone",
31UE005,Carlton,31UEGA,"Cadeby, Carlton and Market Bosworth with Shackerstone",
31UE006,Desford,31UEGJ,Newbold Verdon with Desford and Peckleton,
31UE007,Groby,31UEGC,Groby,
31UE007,Groby,31UEGH,"Markfield, Stanton and Fieldhead",
31UE008,Higham on the Hill,31UEFU,Ambien,
31UE009,Market Bosworth,31UEGA,"Cadeby, Carlton and Market Bosworth with Shackerstone",
31UE010,Markfield,31UEGH,"Markfield, Stanton and Fieldhead",
31UE011,Nailstone,31UEFW,"Barlestone, Nailstone and Osbaston",
31UE012,Newbold Verdon,31UEGJ,Newbold Verdon with Desford and Peckleton,
31UE013,Osbaston,31UEFW,"Barlestone, Nailstone and Osbaston",
31UE014,Peckleton,31UEGJ,Newbold Verdon with Desford and Peckleton,
31UE015,Ratby,31UEGK,"Ratby, Bagworth and Thornton",
31UE016,Shackerstone,31UEGA,"Cadeby, Carlton and Market Bosworth with Shackerstone",
31UE017,Sheepy,31UEGL,Twycross and Witherley with Sheepy,
31UE017,Sheepy,31UEFU,Ambien,
31UE018,Stanton-under-Bardon,31UEGH,"Markfield, Stanton and Fieldhead",
31UE019,Stoke Golding,31UEFU,Ambien,
31UE020,Sutton Cheney,31UEFU,Ambien,
31UE021,Twycross,31UEGL,Twycross and Witherley with Sheepy,
31UE022,Witherley,31UEGL,Twycross and Witherley with Sheepy,
31UE023,Earl Shilton,31UEGB,Earl Shilton,
31UE024,Barwell,31UEFX,Barwell,
31UG001,Ab Kettleby,31UGGG,Old Dalby,
31UG002,Asfordby,31UGFT,Asfordby,
31UG003,Belvoir,31UGFW,Croxton Kerrial,
31UG004,Bottesford,31UGFU,Bottesford,
31UG005,Broughton and Old Dalby,31UGGG,Old Dalby,
31UG006,Buckminster,31UGGK,Wymondham,
31UG007,Burton and Dalby,31UGFY,Gaddesby,
31UG008,"Clawson, Hose and Harby",31UGFZ,Long Clawson and Stathern,
31UG009,Croxton Kerrial,31UGFW,Croxton Kerrial,
31UG010,Eaton,31UGFW,Croxton Kerrial,
31UG011,Freeby,31UGGK,Wymondham,
31UG013,Gaddesby,31UGFY,Gaddesby,
31UG014,Garthorpe,31UGGK,Wymondham,
31UG015,Grimston,31UGFX,Frisby-on-the-Wreake,
31UG016,Hoby with Rotherby,31UGFX,Frisby-on-the-Wreake,
31UG017,Knossington and Cold Overton,31UGGH,Somerby,
31UG018,Redmile,31UGFZ,Long Clawson and Stathern,
31UG019,Scalford,31UGGJ,Waltham-on-the-Wolds,
31UG020,Somerby,31UGGH,Somerby,
31UG021,Sproxton,31UGGK,Wymondham,
31UG021,Sproxton,31UGFW,Croxton Kerrial,
31UG022,Stathern,31UGFZ,Long Clawson and Stathern,
31UG023,Twyford and Thorpe,31UGGH,Somerby,
31UG024,Waltham on the Wolds and Thorpe Arnold,31UGGJ,Waltham-on-the-Wolds,
31UG025,Wymondham,31UGGK,Wymondham,
31UG026,Frisby on the Wreake,31UGFX,Frisby-on-the-Wreake,
31UG027,Kirby Bellars,31UGFX,Frisby-on-the-Wreake,
31UH001,Appleby Magna,31UHFZ,Appleby,
31UH002,Ashby-de-la-Zouch,31UHGB,Ashby Holywell,
31UH002,Ashby-de-la-Zouch,31UHGA,Ashby Castle,
31UH002,Ashby-de-la-Zouch,31UHGN,Moira,
31UH002,Ashby-de-la-Zouch,31UHGC,Ashby Ivanhoe,
31UH003,Ashby Woulds,31UHGN,Moira,
31UH004,Bardon,31UHGD,Bardon,
31UH005,Belton,31UHGE,Breedon,
31UH006,Breedon on the Hill,31UHGE,Breedon,
31UH007,Castle Donington,31UHGF,Castle Donington,
31UH008,Charley,31UHGH,Greenhill,
31UH009,Chilcote,31UHFZ,Appleby,
31UH010,Coleorton,31UHGT,Valley,
31UH011,Heather,31UHGK,Ibstock and Heather,
31UH012,Ibstock,31UHGK,Ibstock and Heather,
31UH013,Isley cum Langley,31UHGE,Breedon,
31UH014,Kegworth,31UHGL,Kegworth and Whatton,
31UH015,Lockington-Hemington,31UHGF,Castle Donington,
31UH016,Long Whatton and Diseworth,31UHGL,Kegworth and Whatton,
31UH016,Long Whatton and Diseworth,31UHGE,Breedon,
31UH017,Measham,31UHGM,Measham,
31UH018,Normanton le Heath,31UHGQ,Ravenstone and Packington,
31UH019,Oakthorpe and Donisthorpe,31UHGP,Oakthorpe and Donisthorpe,
31UH020,Osgathorpe,31UHGT,Valley,
31UH021,Packington,31UHGQ,Ravenstone and Packington,
31UH022,Ravenstone with Snibstone,31UHGQ,Ravenstone and Packington,
31UH022,Ravenstone with Snibstone,31UHGR,Snibston,
31UH023,Snarestone,31UHFZ,Appleby,
31UH024,Staunton Harold,31UHGT,Valley,
